Reference,Generated,ROUGE-1,ROUGE-2,ROUGE-L,BERTScore,BARTScore
Dark Memory and Accelerator-Rich System Optimization in the Dark Silicon Era,Dark Memory State and Pareto Curves,0.3333333333333333,0.12500000000000003,0.3333333333333333,0.8586094975471497,-5.051294326782227
From Structural Variation of Gene Molecules to Chromatin Dynamics and Transcriptional Bursting,Probabilistic theory of transcriptional regulation of eukaryotic genes,0.3,0.0,0.2,0.8465842008590698,-4.45102596282959
Inhomogeneous first-passage percolation,Heterogeneous first-passage percolation,0.75,0.6666666666666666,0.75,0.9625033736228943,-2.481935739517212
"Experimental investigation of multibunch, multipass beam breakup in the Jefferson Laboratory Free Electron Laser Upgrade Driver","Impact of multipass, multibunch beam breakup on the stability of high average current accelerators",0.39999999999999997,0.07142857142857144,0.3333333333333333,0.8841018080711365,-4.444000244140625
Lineage-Specific Responses of Microbial Communities to Environmental Change,Ecological Patterns in Microbial Communities,0.2857142857142857,0.16666666666666666,0.2857142857142857,0.8964868783950806,-3.8321614265441895
Synoptic conditions during summertime temperature extremes in Alaska,The evolution of atmospheric state and synoptic situation in southern Alaska,0.3157894736842105,0.0,0.3157894736842105,0.8763877749443054,-4.260981559753418
Photoionization cross sections for O-like S IX: a Breit–Pauli R-matrix calculation,Photionization Cross Section for the Low-State S IX Ion,0.41666666666666663,0.27272727272727276,0.41666666666666663,0.8837474584579468,-6.097631931304932
Enhanced disinfection by-product formation due to nanoparticles in wastewater treatment plant effluents,Enhancing Trihalomethane Formation in Wastewater Treatment Plants,0.6,0.3333333333333333,0.6,0.8709486722946167,-4.145734786987305
Biogeochemical records of past global iron connections,Paleorecords of global iron connections,0.6666666666666666,0.4,0.6666666666666666,0.8754037618637085,-4.595245838165283
Exact Analysis of Disentanglement for Continuous Variable Systems and Application to a Two-Body System at Zero Temperature in an Arbitrary Heat Bath,Accurate decoherence and entanglement for continuous variable systems,0.3225806451612903,0.20689655172413793,0.25806451612903225,0.8809234499931335,-4.879281520843506
"On the origin of the differences in structure directing properties of polar metal oxyfluoride [MO(x)F(6-x)]2- (x = 1, 2) building units.",Synthesis and crystallization of [MOx]F6-x](2-) anions in a hydrogen bond network.,0.20512820512820512,0.05405405405405406,0.15384615384615383,0.8558988571166992,-4.6771063804626465
Alternatives to eigenstate thermalization.,Eigenstate thermalization in quantum many-body systems,0.36363636363636365,0.2222222222222222,0.36363636363636365,0.901313066482544,-2.6691572666168213
The mop1 (mediator of paramutation1) Mutant Progressively Reactivates One of the Two Genes Encoded by the MuDR Transposon in Maize,Methylation of the Mutator family of transposons in maize,0.41379310344827586,0.22222222222222218,0.3448275862068966,0.862599790096283,-5.596556663513184
Morphological and biochemical jumping adaptations in smaller grasshoppers,Morphological and biomechanical changes in male grasshopper jumping performance and lactate production,0.5,0.1111111111111111,0.4,0.9199892282485962,-3.9536328315734863
Gaussian Process Motion planning,Gaussian Process Motion Planner for Robotic Arm Planning,0.6666666666666666,0.4,0.6666666666666666,0.9137082695960999,-2.3894972801208496
Electrophoretic migration of proteins in semidilute polymer solutions,Electrophoretic migration of protein fragments in dilute‐polymer solutions using microfluidic chips.,0.7000000000000001,0.4444444444444444,0.7000000000000001,0.9284210205078125,-2.3591299057006836
Molecular oxygen dianions trapped in lithium cluster cages.,Li9O2(hpp)7: An O2 dianion encapsulated in a Li cluster.,0.3157894736842105,0.0,0.3157894736842105,0.878220796585083,-4.2707839012146
Effect of Areal Chain Density on the Location of Polymer-Modified Gold Nanoparticles in a Block Copolymer Template,Control of the location of gold nanoparticles in block copolymer templates,0.6896551724137931,0.4444444444444445,0.6896551724137931,0.9240021705627441,-3.391566514968872
Tian's properness conjectures and Finsler geometry of the space of Kahler metrics,Tian's conjecture on the K-energy functional of Fano manifolds,0.41666666666666663,0.0909090909090909,0.41666666666666663,0.8897430896759033,-5.477797508239746
Search for low-mass WIMPs in a 0.6 kg day exposure of the DAMIC experiment at SNOLAB,Dark matter search performed with 0.6 kg d exposure of the DAMIC experiment at SNOLAB underground laboratory,0.6111111111111112,0.47058823529411764,0.6111111111111112,0.9170257449150085,-3.2113001346588135
MEASURING CMB POLARIZATION WITH QUIET: THE Q/U IMAGING EXPERIMENT,Phase I of the Q/U Imaging ExperimenT (QUIET),0.631578947368421,0.47058823529411764,0.5263157894736842,0.8114147186279297,-3.65828275680542
Dynamic Rupture Simulation of the 2008 Mw 7.9 Wenchuan Earthquake with Heterogeneous Initial Stress,Heterogeneous initial stress in the 2008 Wenchuan earthquake,0.608695652173913,0.38095238095238093,0.3478260869565218,0.9165432453155518,-3.9657440185546875
State-Resolved Metal Nanoparticle Dynamics Viewed through the Combined Lenses of Ultrafast and Magneto-optical Spectroscopies.,State-Resolved Electron Microscopy of Metal Nanoclusters,0.34782608695652173,0.09523809523809522,0.26086956521739124,0.8844465017318726,-3.832092761993408
"PHENOTYPIC PLASTICITY IN THE SAILFIN MOLLY, POECILIA LATIPINNA (PISCES: POECILIIDAE). II. LABORATORY EXPERIMENT",The influence of environmental factors on growth rate and size and age in sailfin mollies,0.28571428571428575,0.07692307692307691,0.21428571428571427,0.7880021929740906,-4.528181552886963
Critical couplings and string tensions via lattice matching of renormalization group decimations,Critical couplings and string tensions in SU(2) and SU3 lattice gauge theory,0.48000000000000004,0.34782608695652173,0.48000000000000004,0.8948515057563782,-4.159369945526123
Partial Oxidation of Methane on the SiO2 SurfaceA Quantum Chemical Study,Reaction pathways for methane partial oxidation on silica.,0.4210526315789474,0.11764705882352941,0.3157894736842105,0.8751145005226135,-4.354824066162109
Electronically selective chemical functionalization of carbon nanotubes: correlation between Raman spectral and electrical responses.,Combined electron transport and Raman studies of single-walled carbon nanotubes with diazonium tetrafluoroborate.,0.42857142857142855,0.07692307692307693,0.2857142857142857,0.8589405417442322,-4.15704870223999
Multimodal detection of protein isoforms and nucleic acids from low starting cell numbers.,"Comparison of DNA, mRNA and protein isoform expression in TurboGFP-transduced glioblastoma cells.",0.38461538461538464,0.08333333333333333,0.3076923076923077,0.8454409837722778,-3.920461416244507
Aspects of the normal state resistivity of cuprate superconductors,Comparison of Fermi liquid theory resistivity data from cuprate superconductors,0.4210526315789474,0.11764705882352941,0.4210526315789474,0.9047402143478394,-3.6059839725494385
Reliable Facility Location Design Under the Risk of Disruptions,A compact mixed integer program for reliable uncapacitated fixed charge location,0.19999999999999998,0.0,0.19999999999999998,0.8295087814331055,-6.613410949707031
Observations and Modeling of a Hydrothermal Plume in Yellowstone Lake,A buoyant plume above the Deep Hole in Yellowstone Lake,0.5,0.2222222222222222,0.5,0.8789976239204407,-3.2452428340911865
Horsing Around: Spontaneous Four-Legged Coordination,Stable 4-legged patterns emerge unintentionally from simple coupling relations,0.125,0.0,0.125,0.837192952632904,-4.083748817443848
Exceptional Points of Degeneracy Induced by Linear Time-Periodic Variation,In exceptional points of degeneracy in periodically time-variant systems,0.6,0.3333333333333333,0.5,0.8895430564880371,-3.9851715564727783
Transient effective stress variations forced by changes in conduit pressure beneath glaciers and ice sheets,Resistance to sliding beneath soft-bedded glaciers,0.18181818181818182,0.0,0.18181818181818182,0.8469362854957581,-6.3910017013549805
Electromagnetic decay of the Σ0(1385) to Λγ,Electromagnetic Decay Σ0(1385)→Λγ,0.7272727272727273,0.4444444444444444,0.7272727272727273,0.9535589814186096,-2.0823326110839844
Greedy-Heuristic-Aided Mixed-Integer Linear Programming Approach for Arrival Scheduling,An efficient optimization approach for mixed-integer linear scheduling,0.6,0.33333333333333326,0.39999999999999997,0.9072619676589966,-5.0432868003845215
Simultaneous traveling convection vortex events and Pc1 wave bursts at cusp latitudes observed in Arctic Canada and Svalbard,Pc1 Burst Events in Eastern Arctic Canada and Svalbard,0.5925925925925926,0.24,0.5185185185185185,0.896812379360199,-5.463042736053467
Hierarchical Multi-Armed Bandits for Discovering Hidden Populations,A Hierarchical Multi-Arm Bandit Sampler for Social Networks,0.5882352941176471,0.39999999999999997,0.5882352941176471,0.8948856592178345,-3.8255162239074707
"Identification of metabolites of 4,4'-methylenedianiline in vascular smooth muscle cells by liquid chromatography-electrospray tandem mass spectrometry.","Capsillary liquid chromatography-electrospray tandem mass spectrometry method for the identification of 4,4'-methylenedianiline metabolites from vascular smooth muscle cells",0.8,0.631578947368421,0.45,0.9478477239608765,-0.801453173160553
Heavy quarkonium production at low PâŠ¥ in nonrelativistic QCD with soft gluon resummation,Non-relativistic QCD prediction for the production of heavy quarkonium in hadronic collisions,0.38461538461538464,0.08333333333333333,0.23076923076923078,0.8744982481002808,-4.591118335723877
High resolution STEM/EDX spectral imaging to resolve metal distributions within ∼100 nm combustion generated ash particles,Surface enrichment of alkali metals in ultrafine solid fuel ash,0.14814814814814817,0.0,0.14814814814814817,0.8497177958488464,-6.859050273895264
Modeling near‐field tsunami observations to improve finite‐fault slip models for the 11 March 2011 Tohoku earthquake,Tsunami generation and near‐field wave processes from the 11 March 2011 Tohoku earthquake,0.5625000000000001,0.4000000000000001,0.5,0.9149017930030823,-4.681431293487549
Validation of moulding consistency with a self-regulating melt pressure valve,A self-regulating melt pressure valve for open-loop injection moulding and injection molding,0.56,0.4347826086956522,0.4799999999999999,0.9138864278793335,-3.0863656997680664
Design and Synthesis of Self-Healing Memristive Circuits for Timing Resilient Processor Design,Self-healing circuits for CMOS-compatible microprocessors,0.4,0.2222222222222222,0.4,0.8755484223365784,-4.630272388458252
Genome-scale modelling of microbial metabolism with temporal and spatial resolution.,Spatiotemporal metabolic modelling based on genome-scale reconstructions,0.4210526315789474,0.11764705882352941,0.2105263157894737,0.8839049935340881,-2.7403860092163086
Destiny matters: distal developmental influences on adult alcohol use and abuse.,Life-span linkages in adult alcohol use and abuse,0.5,0.4444444444444445,0.5,0.9212535619735718,-3.991569995880127
Comment on Effective Temperature and Structural Rearrangement in Trapped Ion Mobility Spectrometry: TIMS Enables Native Mass Spectrometry Applications.,Ion heating in trapped ion mobility spectrometry,0.4,0.3478260869565218,0.4,0.88564133644104,-4.16483211517334
"Phosphine-ligated induced formation of thallium(I) full Pt3TlPt3 sandwich versus ""open-face"" TlPt3 sandwich with triangular Pt3(mu2-CO)3(PR3)3 units: synthesis and structural/spectroscopic analysis of triphenylphosphine [(mu3-Tl)Pt3(mu2-CO)3(PPh3)3]+ and its (mu3-AuPPh3)Pt3 analogue.","CCD X-ray crystallographic characterization of the triethylphosphine ""open-face"" TlPt3 sandwich using platinum-attached phosphine ligands.",0.19354838709677416,0.09999999999999999,0.16129032258064516,0.8556931018829346,-4.081294536590576
Metal ion-assembled micro-collagen heterotrimers.,Self-Assembly of Collagen Mimetic Peptide Heterotrimers,0.4615384615384615,0.0,0.4615384615384615,0.8938910365104675,-3.8245787620544434
Quantitative vibrational dynamics of iron in nitrosyl porphyrins.,Quantitative characterization of Fe vibrational modes in ferrous nitrosyl porphyrins.,0.6666666666666665,0.125,0.5555555555555556,0.9580638408660889,-1.7077686786651611
Understanding the Impacts of the Indian Ocean on ENSO Variability in a Coupled GCM,Impact of the Indian Ocean on El Nino–Southern Oscillation Variability,0.56,0.4347826086956522,0.56,0.8845549821853638,-3.3433351516723633
Full-system chip multiprocessor power evaluations using FPGA-based emulation,FPGA-Based Emulation of Chip Multiprocessors,0.625,0.42857142857142855,0.37499999999999994,0.9003556966781616,-4.2481369972229
Event-Based Measurement Updating Kalman Filter in Network Control Systems,A measurement update method for discrete Kalman filters,0.4444444444444445,0.25,0.4444444444444445,0.8962677121162415,-4.885672569274902
Algorithm 832: UMFPACK V4.3---an unsymmetric-pattern multifrontal method,An ANSI C code for sparse LU factorization,0.11111111111111112,0.0,0.11111111111111112,0.8408055305480957,-6.230606555938721
Translational Model Identification and Robust Control for the Parrot Mambo UAS Multicopter,Model Identification for a Commercial Unmanned Aircraft System,0.3,0.1111111111111111,0.3,0.8505004644393921,-5.124060153961182
Developing Subdomain Allocation Algorithms Based on Spatial and Communicational Constraints to Accelerate Dust Storm Simulation,Optimal allocation for dust storm simulation,0.3809523809523809,0.21052631578947364,0.3809523809523809,0.8625873327255249,-4.603590965270996
BX90: a new diamond anvil cell design for X-ray diffraction and optical measurements.,A universal diamond anvil cell for experimental studies under high pressures,0.4,0.17391304347826086,0.4,0.8858016729354858,-3.3699824810028076
Query-Oriented Data Cleaning with Oracles,QOCO: query-oriented data cleaning with oracles,0.923076923076923,0.9090909090909091,0.923076923076923,0.8839197754859924,-2.67425537109375
Coherence Constraints and the Last Hidden Optical Coherence.,A new domain of optical coherence,0.28571428571428575,0.16666666666666666,0.28571428571428575,0.8898444175720215,-4.6063761711120605
Model Selection for Cox Models with Time‐Varying Coefficients,Adaptive group lasso for time‐varying models,0.5,0.14285714285714288,0.375,0.9115045070648193,-4.895450115203857
SKS splitting beneath Transportable Array stations in eastern North America and the signature of past lithospheric deformation,Seismic anisotropy in the upper mantle beneath continental interiors,0.23076923076923078,0.0,0.15384615384615383,0.8365811109542847,-5.932346820831299
Dimethylsulfoniopropionate (DMSP) assimilation by Synechococcus in the Gulf of Mexico and northwest Atlantic Ocean,Synechococcus assimilate dimethylsulfoniopropionate in the surface waters of the Gulf of Mexico and the northwest Atlantic Ocean,0.7741935483870968,0.4827586206896552,0.6451612903225806,0.9320739507675171,-1.6028175354003906
The cytokine MIF controls daily rhythms of symbiont nutrition in an animal–bacterial association,The role of cytokine macrophage migration inhibitory factor,0.2727272727272727,0.0,0.18181818181818182,0.8497033715248108,-5.5885539054870605
Isolation and characterization of 11 polymorphic microsatellite loci in collared lizards (Crotaphytus collaris),Microsatellite loci in collared lizards ( Crotaphytus collaris),0.7000000000000001,0.6666666666666666,0.7000000000000001,0.9155263900756836,-2.278684377670288
Robust Linear Regression via $\ell_0$ Regularization,Robust Outlier Support Identification in the Presence of Outliers,0.125,0.0,0.125,0.8299683928489685,-5.799159526824951
Improving the Accuracy of Impedance Calculation for Distribution Power System,Comparison of approximation methods for unbalanced power flow and short-circuit analysis of distribution lines,0.32,0.0,0.24,0.8911774158477783,-3.6416945457458496
Semi-Normal Log Centres and Deformations of Pairs,Boundary divisors of log canonical pairs,0.42857142857142855,0.0,0.28571428571428575,0.8609424829483032,-5.266916275024414
Semi-Markov approach to continuous time random walk limit processes,Semi-Markov theory for continuous time random walks,0.6666666666666665,0.5,0.6666666666666665,0.9518851637840271,-3.2991414070129395
A Steenrod square on Khovanov homology,Stable homotopy of Khovanov homology,0.3636363636363636,0.22222222222222224,0.3636363636363636,0.8894100785255432,-4.928772926330566
Optical and transport measurement and first-principles determination of the ScN band gap,Electronic structure of scandium nitride using optical and electronic transport measurements,0.41666666666666663,0.1818181818181818,0.33333333333333337,0.8600261211395264,-4.501081943511963
"Mineralogy and Geochemistry of the Kinnikinic Quartzite at the Arco Hills Silica and Gold Project in Butte County, Idaho: Results of an Ore Quality Spot Check and Implications for Potential Plasma Furnace Processing","Gold and ReE Concentrations of the Kinnikinic Quartzite in Butte County, Idaho",0.4444444444444444,0.27906976744186046,0.39999999999999997,0.8960257172584534,-4.023813247680664
Dominant species maintain ecosystem function with non‐random species loss,Non-random species loss in grassland,0.5,0.42857142857142855,0.5,0.9015150666236877,-5.275537967681885
The s-Process in Massive Stars at Low Metallicity: The Effect of Primary 14N from Fast Rotating Stars,Effect of Primary Neutron Source on the S-Process of Massive Stars at Halo Metallicity,0.606060606060606,0.3870967741935484,0.42424242424242425,0.8829196691513062,-4.449920177459717
"Heat energy and temperature concepts of adolescents, adults, and experts: Implications for curricular improvements",The Impact of Middle School Science Curriculum on School Beliefs,0.08333333333333333,0.0,0.08333333333333333,0.8651045560836792,-5.628164768218994
Prognostics and Maintenance for Mechanical Systems in Harsh Environment,Preparation of a special issue on condition monitoring in harsh environments,0.3,0.22222222222222224,0.3,0.86394864320755,-4.367210388183594
Empirical analysis and modeling of errors of atmospheric profiles from GPS radio occultation,An empirical error analysis of GPS RO atmospheric parameters,0.5454545454545455,0.0,0.3636363636363637,0.9011462330818176,-4.3242716789245605
The Receiver Domain of Hybrid Histidine Kinase VirA: an Enhancing Factor for vir Gene Expression in Agrobacterium tumefaciens,The VirA receiver domain regulates virulence in Agrobacterium tumefaciens,0.5185185185185185,0.24,0.4444444444444444,0.9099673628807068,-4.292990207672119
Federated Authorization for Managed Data Sharing: Experiences from the ImPACT Project,ImPACT: A Federated Platform for managed sharing of restricted data,0.5714285714285713,0.10526315789473685,0.380952380952381,0.8956499099731445,-3.9938197135925293
CzeV1731: The unique doubly eclipsing quadruple system,CzeV1731 (V = 10.5 mag),0.16666666666666666,0.0,0.16666666666666666,0.8514136075973511,-4.180352687835693
A New View of Long-Term Geomagnetic Field Secular Variation,High-resolution PSV records from three different regions of the Earth,0.09523809523809525,0.0,0.09523809523809525,0.8546332716941833,-5.54681921005249
Quadratic finite element and preconditioning methods for options pricing in the SVCJ model,Option pricing for stochastic volatility jump diffusion models with correlated and contemporaneous jumps,0.38461538461538464,0.08333333333333333,0.23076923076923078,0.8507660031318665,-4.970795154571533
Mesh Size of Charged Polyacrylamide Hydrogels from Partitioning Measurements,Equilibrium partition coefficient of fluorescently labeled dextrans and cationic polyacrylamide gels.,0.3,0.0,0.19999999999999998,0.8763605952262878,-4.230230331420898
The maximum likelihood ensemble filter for computational flame and fluid dynamics,A maximum likelihood ensemble filter for computational fluid dynamics,0.7999999999999999,0.6666666666666665,0.7999999999999999,0.9654842019081116,-3.4696106910705566
"rbcL Phylogeny of the Fern Genus Trichomanes (Hymenophyllaceae), with Special Reference to Neotropical Taxa",Phylogenetic analysis of the filmy fern genus Trichomanes (Hymenophyllaceae) from rbcL nucleotide data,0.5185185185185186,0.32,0.4444444444444445,0.9014719128608704,-3.336423873901367
Feasibility of Using Calcium Silicate Carbonation to Synthesize High-Performance and Low-Carbon Cements,A new method for producing cryogenic cement.,0.09523809523809523,0.0,0.09523809523809523,0.8714640140533447,-4.350663185119629
Adaptive pathways and coupled infrastructure: seven centuries of adaptation to water risk and the production of vulnerability in Mexico City,Evolution of urban risk in Mexico City,0.37037037037037035,0.16,0.37037037037037035,0.8873416781425476,-5.791519641876221
Stochastic Liouville equation for particles driven by dichotomous environmental noise.,Stochastic dynamics of noninteracting particles driven by global environmental input,0.5,0.2222222222222222,0.5,0.9067842960357666,-3.017704963684082
"Variability of seismic source spectra, estimated stress drop, and radiated energy, derived from cohesive‐zone models of symmetrical and asymmetrical circular and elliptical ruptures",Variability in earthquake stress drops and scaled energy in circular and elliptical faults,0.43243243243243246,0.22857142857142854,0.43243243243243246,0.880650520324707,-4.636656284332275
Spring Onset Predictability in the North American Multimodel Ensemble,Predictability of spring onset in the eastern United States using joint bias correction,0.4545454545454546,0.2,0.3636363636363637,0.8687517046928406,-4.458314895629883
Magnetic resonance temperature imaging of nanoshell photo-thermal therapy,Thermal therapy delivery of gold-silica nanoshells via MR-guidance.,0.4210526315789474,0.11764705882352941,0.2105263157894737,0.8671963810920715,-4.21697998046875
The Year of Polar Prediction in the Southern Hemisphere (YOPP-SH),The Year of Polar Prediction in the Southern Hemisphere (YOPP-SH),1.0,1.0,1.0,1.0,-0.2552828788757324
Determination of the X(3872) meson quantum numbers.,Quantum numbers of the X3872 meson,0.7142857142857143,0.3333333333333333,0.42857142857142855,0.9010156989097595,-2.8186824321746826
Dynamics around solutes and solute–solvent complexes in mixed solvents,Ultrafast 2D-IR spectroscopy of phenol-OD in three solvents.,0.20000000000000004,0.0,0.20000000000000004,0.854476809501648,-4.690548896789551
Fungal-Bacterial Networks in the Populus Rhizobiome Are Impacted by Soil Properties and Host Genotype,Collaborative fungal-bacterial networks in the Populus rhizobiome.,0.608695652173913,0.5714285714285714,0.608695652173913,0.9026057124137878,-3.283663511276245
The Desmosomal Cadherin Desmoglein-2 Experiences Mechanical Tension as Demonstrated by a FRET-Based Tension Biosensor Expressed in Living Cells,Dynamics of desmosomes in resting cells,0.23076923076923075,0.0,0.23076923076923075,0.8530804514884949,-5.2000412940979
Metabolic Design And Engineering Through Ant Colony Optimization,Stochastic Exploration Edge Reduction Ant Colony Optimization for Genome-Scale Metabolic Models,0.4,0.2222222222222222,0.3,0.872225284576416,-4.145474910736084
"Dissection of a composite volcanic earthquake at Santiaguito, Guatemala",Physical processes at Santiaguito volcano in Guatemala,0.375,0.14285714285714288,0.375,0.9194093346595764,-3.8902385234832764
Colloidal Cu2ZnSnS4-based and Ag-doped Nanocrystals: Synthesis and Raman Spectroscopy Study,Cu2ZnSnS4 Nanocrystals in aqueous Solution.,0.23529411764705882,0.0,0.23529411764705882,0.8837236166000366,-3.510180950164795
Unidirectional lateral nanowire formation during the epitaxial growth of GaAsBi on vicinal substrates,Enhanced control of lateral GaAs nanowires in epitaxial GaAsBi thin films,0.41666666666666663,0.0,0.33333333333333337,0.8925603628158569,-4.121520519256592
Examining the Effects of Introducing Online Access to ACS Journals at Primarily Undergraduate Institutions.,Online access to ACS primary research journals,0.4761904761904762,0.3157894736842105,0.4761904761904762,0.8594602942466736,-4.030335903167725
Inviscid Models of the Classic Hybrid Rocket,Quantifying the Bulk Gas Motion of a Hybrid Engine with Circular Bore,0.3157894736842105,0.0,0.2105263157894737,0.8514872193336487,-5.8720383644104
The Dust Distribution Immediately Surrounding V Hydrae,Dynamics of dust surrounding the star V Hydrae,0.6666666666666666,0.15384615384615383,0.5333333333333333,0.8684584498405457,-4.350155353546143
What does FRB light-curve variability tell us about the emission mechanism?,Fast Radio Burst Light Curves,0.23529411764705882,0.13333333333333333,0.23529411764705882,0.8675849437713623,-4.1612653732299805
Map-based exploration of intrinsic shape differences and variability,The difference operator for shape differences,0.26666666666666666,0.15384615384615385,0.26666666666666666,0.8852477669715881,-5.595970153808594
A 1.2mW CMOS temporal-difference image sensor for sensor networks,A 64x64 Active pixel image sensor for sensor networks,0.6,0.4444444444444445,0.6,0.8968701362609863,-3.8000328540802
Thinking big: the tunability of bacterial cell size.,Bacterial size in rod-shaped bacteria,0.28571428571428575,0.0,0.28571428571428575,0.8844626545906067,-4.3006181716918945
Simulating electronic excitation and dynamics with real-time propagation approach to TDDFT within plane-wave pseudopotential formulation.,Real-time propagation of electronic excitation and dynamics using time-dependent density functional theory,0.45161290322580644,0.3448275862068966,0.3225806451612903,0.8875505924224854,-4.445501327514648
Regulation of Pyruvate Dehydrogenase Kinase 4 in the Heart through Degradation by the Lon Protease in Response to Mitochondrial Substrate Availability*,Targeting pyruvate dehydrogenase kinase 4 in vivo,0.35714285714285715,0.30769230769230765,0.35714285714285715,0.8976470232009888,-4.631277561187744
Evaluation of Arctic sea ice thickness simulated by Arctic Ocean Model Intercomparison Project models,AOMIP model simulations of sea ice thickness derived from pan-arctic satellite freeboard measurements (2004-2008) and airborne electromagnetic measurements,0.4117647058823529,0.125,0.2941176470588235,0.8691844940185547,-3.266127824783325
International Arctic Systems for Observing the Atmosphere: An International Polar Year Legacy Consortium,International Arctic Systems for Observing the Atmosphere (IASOA),0.6666666666666667,0.631578947368421,0.6666666666666667,0.9023827910423279,-3.0854382514953613
Neutron-Encoded Mass Signatures for Quantitative Top-Down Proteomics,Quantitation of peptides using NeuCode SILAC,0.13333333333333333,0.0,0.13333333333333333,0.8320479989051819,-5.251528739929199
MLMVN With Soft Margins Learning,A modified error-correction learning rule for the multilayer neural network,0.12500000000000003,0.0,0.12500000000000003,0.8155794739723206,-6.894992351531982
'Unstructured Data' Practices in Polar Institutions and Networks: a Case Study with the Arctic Options Project,Arctic Options: Holistic Integration for Arctic Coastal-Marine Sustainability,0.16,0.08695652173913045,0.16,0.8536076545715332,-5.22490930557251
Automatic realizations of Galois groups with cyclic quotient of order {p^n},Le groupe cyclique de Galois parmi les groupes M x G ou G,0.16,0.0,0.16,0.8035945892333984,-6.122738361358643
"SERRA DO CURICURIARI, AMAZONAS STATE, BRAZIL: THE FIRST BRYOFLORISTIC ANALYSIS FOR A BRAZILIAN MOUNTAIN IN THE AMAZONIAN FOREST","The richness of mosses and liverworts at Serra do Curicuriari, Amazonas State, Brazil",0.45161290322580644,0.3448275862068966,0.3870967741935484,0.8317708969116211,-3.5282700061798096
Open Education in the Wild: The Dynamics of Course Production in the Peer 2 Peer University,"The Peer 2 Peer University (P2PU): An Online, Open Education Platform",0.5185185185185185,0.4,0.3703703703703703,0.8690162897109985,-3.910797119140625
Robust Stochastic Approximation Approach to Stochastic Programming,Stochastic approximation and sample average approximation for convex stochastic problems,0.3529411764705882,0.13333333333333333,0.3529411764705882,0.8630579113960266,-3.0647497177124023
High-Performance Direct Pairwise Comparison of Large Genomic Sequences,Two Parallel Algorithms for Comparative Genomics,0.13333333333333333,0.0,0.13333333333333333,0.8829870820045471,-4.5725274085998535
Forecasting the Evolution of Hydropower Generation,DeepHydro: A stochastic method for modeling multivariate time series and forecasting hydropower power generation,0.3,0.0,0.3,0.8812886476516724,-3.572514533996582
Waiting Game: Optimally Provisioning Fixed Resources for Cloud-Enabled Schedulers,A waiting policy for cloud-enabled schedulers,0.588235294117647,0.4,0.588235294117647,0.9086619019508362,-4.6225786209106445
Neuronal Ensemble Synchrony during Human Focal Seizures,Spike synchrony in neuronal ensembles during epileptic seizures,0.6666666666666666,0.15384615384615383,0.5333333333333333,0.8864501714706421,-3.6338372230529785
"Anti-preferential Attachment: If I Follow You, Will You Follow Me?",Antiperential Attachment in Online Social Networks,0.11764705882352942,0.0,0.11764705882352942,0.8510034680366516,-2.9315972328186035
A Mismatch-Immune 12-Bit SAR ADC With Completely Reconfigurable Capacitor DAC,Linearity Optimization in SAR ADCs,0.23529411764705882,0.13333333333333333,0.23529411764705882,0.8322729468345642,-5.768302917480469
Optimistic Parallel Simulation over Public Resource-Computing Infrastructures and Desktop Grids,Optimal Time Management on Public-Resource Computing Infrastructures and Desktop Grids,0.6363636363636364,0.6,0.6363636363636364,0.9411246180534363,-3.373790979385376
Winning and losing with microbes: how microbially mediated fitness differences influence plant diversity.,Microbial control over coexistence influences plant fitness,0.4,0.1111111111111111,0.3,0.8795693516731262,-4.339964389801025
Excitation-emission spectra and fluorescence quantum yields for fresh and aged biogenic secondary organic aerosols.,Fluorescence of water-soluble secondary organic aerosols from two monoterpenes.,0.32,0.17391304347826086,0.32,0.8724599480628967,-4.073059558868408
A note on growth of Sobolev norms near quasiperiodic finite-gap tori for the 2D cubic NLS equation,Quasiperiodic finite-gap solutions of the Schrodinger equation,0.46153846153846156,0.16666666666666666,0.3846153846153846,0.883184015750885,-5.308097839355469
Thermospheric Neutral Winds Above the Oukaimeden Observatory: Effects of Geomagnetic Activity,Effects of Geomagnetic Activity on the Temperatures of the Oukaimeden Observatory in Morocco,0.5833333333333334,0.45454545454545453,0.33333333333333337,0.9079821109771729,-3.372626781463623
Realization of a single-Cooper-pair Josephson laser,Voltage-biased Cooper-pair transport in superconducting microwave cavity,0.23529411764705882,0.13333333333333333,0.23529411764705882,0.8645898103713989,-4.506875991821289
Characterizing Massively Parallel Polymorphism,Performance Implications of runtime polymorphism on GPUs,0.18181818181818182,0.0,0.18181818181818182,0.8618682622909546,-4.6828227043151855
Tail sums of Wishart and Gaussian eigenvalues beyond the bulk edge,Quantum bounds on tail sums of eigenvalues in the Gaussian unitary ensemble,0.5217391304347826,0.1904761904761905,0.43478260869565216,0.9117419719696045,-4.640460968017578
A NEW SPECIES OF CRAUGASTOR (ANURA: LEPTODACTYLIDAE) OF THE ALFREDI GROUP FROM WESTERN HONDURAS,A new species of the Craugastor alfredi group from western Honduras.,0.88,0.6956521739130435,0.8,0.8676447868347168,-4.004234790802002
Functional Polymeric Materials Based on Main-Group Elements.,Inorganic backbone polymers for sensor and device applications,0.0,0.0,0.0,0.8706187605857849,-4.659816741943359
On the trace of random walks on random graphs,Graph‐theoretic properties of a random walk on a random graph,0.6,0.33333333333333326,0.6,0.8948060274124146,-3.6936089992523193
